.Vial.Label.	Species.Code	Predator.Species.Name	Seamap.Cruise..	Station..	Capture.Date	Content	Weight..g.	Plate.Name	Cleaned?	Extraction.Well.Location	384.PCR.Plate	384.PCR.Well.Location	Ext.Cnt.	Dilution.Plate	Dilution.Well.Location	Primer.Plate.Format	Primer.Plate	Primer.Well.Location	#	Notes	Band	Primer.Dimer	Smear	Non.Specific.Product	Primer.Plate.Format.2	Primer.Plate.2	Primer.Plate	Primer.Well.Location2	Band	Primer.Dimer	Smear	Non.Specific.Product	Well.Clogging	Big.Pool	Gel.Cnt.	Gel.Notes	Final.Nucleic.Acid.Conc...ng.ul.	Final.Volume	Target.ng	Reads.80	Reads.90	Reads.80.l	Reads.90.l	Concatenated.Scoring	Reads
1401-F	Scav.8	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	F3	SFG 016	O6	1	R2G5S2D	F3	96	4	F3	22		0	1	0	0	384	#3 (384)	3	O6	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-G	Scav.8	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	G3	SFG 016	P5	1	R2G5S2D	G3	96	4	G3	23		0	1	1	0	384	#3 (384)	3	P5	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-H	Scav.8	Scomberomorus cavalla		NA		Fish	0.09	R2G5S2	Yes	H3	SFG 016	P6	1	R2G5S2D	H3	96	4	H3	24		0	1	1	0	384	#3 (384)	3	P6	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-I	Scav.8	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	A4	SFG 016	M7	1	R2G5S2D	A4	96	4	A4	25		0	2	1	0	384	#3 (384)	3	M7	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-J	Scav.8	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	B4	SFG 016	M8	1	R2G5S2D	B4	96	4	B4	26		0	1	1	0	384	#3 (384)	3	M8	0	0	0	0	1	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-K	Scav.8	Scomberomorus cavalla		NA		Vert.	0.07	R2G5S2	Yes	C4	SFG 016	N7	1	R2G5S2D	C4	96	4	C4	27	Vertebrae	0	1	1	0	384	#3 (384)	3	N7	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-L	Scav.8	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	D4	SFG 016	N8	1	R2G5S2D	D4	96	4	D4	28		0	1	0	0	384	#3 (384)	3	N8	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-M	Scav.8	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	E4	SFG 016	O7	1	R2G5S2D	E4	96	4	E4	29		0	1	1	0	384	#3 (384)	3	O7	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-N	Scav.8	Scomberomorus cavalla		NA		Vert.	0.05	R2G5S2	Yes	F4	SFG 016	O8	1	R2G5S2D	F4	96	4	F4	30		0	2	1	0	384	#3 (384)	3	O8	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-O	Scav.8	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	G4	SFG 016	P7	1	R2G5S2D	G4	96	4	G4	31	Scales	0	0	0	0	384	#3 (384)	3	P7	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-P	Scav.8	Scomberomorus cavalla		NA		Misc.	0.03	R2G5S2	Yes	H4	SFG 016	P8	1	R2G5S2D	H4	96	4	H4	32	Small round discs (small sample)	2	2	0	0	384	#3 (384)	3	P8	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-Q	Scav.8	Scomberomorus cavalla		NA		Seeds (?)	0.01	R2G5S2	Yes	A5	SFG 016	M9	1	R2G5S2D	A5	96	4	A5	33	Round spheres (very small sample)	2	2	0	0	384	#3 (384)	3	M9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1401-R	Scav.8	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	B5	SFG 016	M10	1	R2G5S2D	B5	96	4	B5	34		0	1	1	0	384	#3 (384)	3	M10	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-A	Scav.10	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	C5	SFG 016	N9	1	R2G5S2D	C5	96	4	C5	35		2	1	1	0	384	#3 (384)	3	N9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-B	Scav.10	Scomberomorus cavalla		NA		Fish	0.07	R2G5S2	Yes	D5	SFG 016	N10	1	R2G5S2D	D5	96	4	D5	36	Pectoral fin	0	1	2	0	384	#3 (384)	3	N10	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-C	Scav.10	Scomberomorus cavalla		NA		Crust.	0.05	R2G5S2	Yes	E5	SFG 016	O9	1	R2G5S2D	E5	96	4	E5	37		0	2	0	0	384	#3 (384)	3	O9	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-D	Scav.10	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	F5	SFG 016	O10	1	R2G5S2D	F5	96	4	F5	38		1	2	1	0	384	#3 (384)	3	O10	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-E	Scav.10	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	G5	SFG 016	P9	1	R2G5S2D	G5	96	4	G5	39		2	2	2	0	384	#3 (384)	3	P9	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-F	Scav.10	Scomberomorus cavalla		NA		Scales	0.06	R2G5S2	Yes	H5	SFG 016	P10	1	R2G5S2D	H5	96	4	H5	40	Fish scale	0	2	1	0	384	#3 (384)	3	P10	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-G	Scav.10	Scomberomorus cavalla		NA		Fish	0.08	R2G5S2	Yes	A6	SFG 016	M11	1	R2G5S2D	A6	96	4	A6	41		0	1	1	0	384	#3 (384)	3	M11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-H	Scav.10	Scomberomorus cavalla		NA		Fish	0.04	R2G5S2	Yes	B6	SFG 016	M12	1	R2G5S2D	B6	96	4	B6	42		2	2	1	0	384	#3 (384)	3	M12	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1403-I	Scav.10	Scomberomorus cavalla		NA		Misc.	<.01	R2G5S2	Yes	C6	SFG 016	N11	1	R2G5S2D	C6	96	4	C6	43	Round spheres (very small)	2	2	0	0	384	#3 (384)	3	N11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-A	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	D6	SFG 016	N12	1	R2G5S2D	D6	96	4	D6	44		1	2	1	0	384	#3 (384)	3	N12	1	1	2	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-B	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	E6	SFG 016	O11	1	R2G5S2D	E6	96	4	E6	45		2	2	0	0	384	#3 (384)	3	O11	1	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-C	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	F6	SFG 016	O12	1	R2G5S2D	F6	96	4	F6	46		2	1	1	0	384	#3 (384)	3	O12	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-D	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	G6	SFG 016	P11	1	R2G5S2D	G6	96	4	G6	47		2	2	1	0	384	#3 (384)	3	P11	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-E	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	H6	SFG 016	P12	1	R2G5S2D	H6	96	4	H6	48	Fish (scales)	2	2	1	0	384	#3 (384)	3	P12	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-F	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	A7	SFG 016	M13	1	R2G5S2D	A7	96	4	A7	49	Fish (scales)	2	1	2	0	384	#3 (384)	3	M13	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-G	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	B7	SFG 016	M14	1	R2G5S2D	B7	96	4	B7	50		2	2	1	0	384	#3 (384)	3	M14	2	1	2	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-H	Scav.11	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	C7	SFG 016	N13	1	R2G5S2D	C7	96	4	C7	51		2	1	2	0	384	#3 (384)	3	N13	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-I	Scav.11	Scomberomorus cavalla		NA		Crust.	0.08	R2G5S2	Yes	D7	SFG 016	N14	1	R2G5S2D	D7	96	4	D7	52		0	1	1	0	384	#3 (384)	3	N14	0	1	1	0	1	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-J	Scav.11	Scomberomorus cavalla		NA		Fish	0.04	R2G5S2	Yes	E7	SFG 016	O13	1	R2G5S2D	E7	96	4	E7	53		0	1	1	0	384	#3 (384)	3	O13	0	1	2	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-K	Scav.11	Scomberomorus cavalla		NA		Vert.	0.06	R2G5S2	Yes	F7	SFG 016	O14	1	R2G5S2D	F7	96	4	F7	54	Vertebrae	2	2	0	0	384	#3 (384)	3	O14	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-L	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	G7	SFG 016	P13	1	R2G5S2D	G7	96	4	G7	55		0	1	0	0	384	#3 (384)	3	P13	0	0	0	0	1	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-M	Scav.11	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	H7	SFG 016	P14	1	R2G5S2D	H7	96	4	H7	56		1	1	1	0	384	#3 (384)	3	P14	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-N	Scav.11	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	A8	SFG 016	M15	1	R2G5S2D	A8	96	4	A8	57		0	1	0	0	384	#3 (384)	3	M15	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-O	Scav.11	Scomberomorus cavalla		NA		Misc.	0.08	R2G5S2	Yes	B8	SFG 016	M16	1	R2G5S2D	B8	96	4	B8	58		1	1	1	0	384	#3 (384)	3	M16	0	0	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-P	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	C8	SFG 016	N15	1	R2G5S2D	C8	96	4	C8	59		2	1	0	0	384	#3 (384)	3	N15	2	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-Q	Scav.11	Scomberomorus cavalla		NA		Misc.	0.06	R2G5S2	Yes	D8	SFG 016	N16	1	R2G5S2D	D8	96	4	D8	60		0	1	1	0	384	#3 (384)	3	N16	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-R	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	E8	SFG 016	O15	1	R2G5S2D	E8	96	4	E8	61		0	1	1	0	384	#3 (384)	3	O15	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-S	Scav.11	Scomberomorus cavalla		NA		Vert.	0.05	R2G5S2	Yes	F8	SFG 016	O16	1	R2G5S2D	F8	96	4	F8	62		1	1	1	0	384	#3 (384)	3	O16	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-T	Scav.11	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	G8	SFG 016	P15	1	R2G5S2D	G8	96	4	G8	63		2	1	0	0	384	#3 (384)	3	P15	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-U	Scav.11	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	H8	SFG 016	P16	1	R2G5S2D	H8	96	4	H8	64		1	1	2	0	384	#3 (384)	3	P16	0	1	1	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-V	Scav.11	Scomberomorus cavalla		NA		Misc.	<.01	R2G5S2	Yes	A9	SFG 016	M17	1	R2G5S2D	A9	96	4	A9	65	Very small sample	1	1	0	0	384	#3 (384)	3	M17	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1404-W	Scav.11	Scomberomorus cavalla		NA		Misc.	<.01	R2G5S2	Yes	B9	SFG 016	M18	1	R2G5S2D	B9	96	4	B9	66	Very small sample	2	2	0	0	384	#3 (384)	3	M18	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-A	Scav.12	Scomberomorus cavalla		NA		Misc.	0.05	R2G5S2	Yes	C9	SFG 016	N17	1	R2G5S2D	C9	96	4	C9	67		2	2	1	0	384	#3 (384)	3	N17	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-B1	Scav.12	Scomberomorus cavalla		NA		Crust.	0.06	R2G5S2	Yes	D9	SFG 016	N18	1	R2G5S2D	D9	96	4	D9	68		2	1	0	0	384	#3 (384)	3	N18	0	1	0	0	2	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-B2	Scav.12	Scomberomorus cavalla		NA		Crust.	0.06	R2G5S2	Yes	E9	SFG 016	O17	1	R2G5S2D	E9	96	4	E9	68		2	1	0	0	384	#3 (384)	3	O17	0	1	0	0	2	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-C	Scav.12	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	F9	SFG 016	O18	1	R2G5S2D	F9	96	4	F9	69		1	2	1	0	384	#3 (384)	3	O18	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-D	Scav.12	Scomberomorus cavalla		NA		Misc.	0.07	R2G5S2	Yes	G9	SFG 016	P17	1	R2G5S2D	G9	96	4	G9	70		1	2	2	0	384	#3 (384)	3	P17	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-E	Scav.12	Scomberomorus cavalla		NA		Vert.	0.06	R2G5S2	Yes	H9	SFG 016	P18	1	R2G5S2D	H9	96	4	H9	71		0	1	0	0	384	#3 (384)	3	P18	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-F	Scav.12	Scomberomorus cavalla		NA		Vert.	0.05	R2G5S2	Yes	A10	SFG 016	M19	1	R2G5S2D	A10	96	4	A10	72		0	1	1	0	384	#3 (384)	3	M19	0	1	0	0	1	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-G	Scav.12	Scomberomorus cavalla		NA		Vert.	0.05	R2G5S2	Yes	B10	SFG 016	M20	1	R2G5S2D	B10	96	4	B10	73		0	1	1	0	384	#3 (384)	3	M20	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-H	Scav.12	Scomberomorus cavalla		NA		Misc.	0.04	R2G5S2	Yes	C10	SFG 016	N19	1	R2G5S2D	C10	96	4	C10	74		1	1	1	0	384	#3 (384)	3	N19	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-I	Scav.12	Scomberomorus cavalla		NA		Misc.	<.01	R2G5S2	Yes	D10	SFG 016	N20	1	R2G5S2D	D10	96	4	D10	75		1	1	0	0	384	#3 (384)	3	N20	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1405-J	Scav.12	Scomberomorus cavalla		NA		Misc.	<.01	R2G5S2	Yes	E10	SFG 016	O19	1	R2G5S2D	E10	96	4	E10	76		2	1	0	0	384	#3 (384)	3	O19	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-A	Rcan.1	Rachycentron canadum		NA		Misc.	0.06	R2G5S2	Yes	F10	SFG 016	O20	1	R2G5S2D	F10	96	4	F10	77		2	1	1	0	384	#3 (384)	3	O20	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-B	Rcan.1	Rachycentron canadum		NA		Misc.	0.03	R2G5S2	Yes	G10	SFG 016	P19	1	R2G5S2D	G10	96	4	G10	78		0	1	0	0	384	#3 (384)	3	P19	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-C	Rcan.1	Rachycentron canadum		NA		Crust.	0.03	R2G5S2	Yes	H10	SFG 016	P20	1	R2G5S2D	H10	96	4	H10	79		1	1	0	0	384	#3 (384)	3	P20	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-D	Rcan.1	Rachycentron canadum		NA		Misc.	0.04	R2G5S2	Yes	A11	SFG 016	M21	1	R2G5S2D	A11	96	4	A11	80		0	1	0	0	384	#3 (384)	3	M21	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-E	Rcan.1	Rachycentron canadum		NA		Crust.	0.08	R2G5S2	Yes	B11	SFG 016	M22	1	R2G5S2D	B11	96	4	B11	81		1	2	1	0	384	#3 (384)	3	M22	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-F	Rcan.1	Rachycentron canadum		NA		Fish	0.04	R2G5S2	Yes	C11	SFG 016	N21	1	R2G5S2D	C11	96	4	C11	82		1	1	0	0	384	#3 (384)	3	N21	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-G	Rcan.1	Rachycentron canadum		NA		Crust.	0.05	R2G5S2	Yes	D11	SFG 016	N22	1	R2G5S2D	D11	96	4	D11	83		2	1	0	0	384	#3 (384)	3	N22	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-H	Rcan.1	Rachycentron canadum		NA		Crust.	0.03	R2G5S2	Yes	E11	SFG 016	O21	1	R2G5S2D	E11	96	4	E11	84		1	1	0	0	384	#3 (384)	3	O21	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-I	Rcan.1	Rachycentron canadum		NA		Crust.	0.07	R2G5S2	Yes	F11	SFG 016	O22	1	R2G5S2D	F11	96	4	F11	85		0	1	0	0	384	#3 (384)	3	O22	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-J	Rcan.1	Rachycentron canadum		NA		Crust.	0.03	R2G5S2	Yes	G11	SFG 016	P21	1	R2G5S2D	G11	96	4	G11	86		2	1	0	0	384	#3 (384)	3	P21	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-K	Rcan.1	Rachycentron canadum		NA		Fish	0.08	R2G5S2	Yes	H11	SFG 016	P22	1	R2G5S2D	H11	96	4	H11	87		1	1	1	0	384	#3 (384)	3	P22	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-L	Rcan.1	Rachycentron canadum		NA		Misc.	0.08	R2G5S2	Yes	A12	SFG 016	M23	1	R2G5S2D	A12	96	4	A12	88		1	1	0	0	384	#3 (384)	3	M23	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-M1	Rcan.1	Rachycentron canadum		NA		Misc.	0.04	R2G5S2	Yes	B12	SFG 016	M24	1	R2G5S2D	B12	96	4	B12	89		1	2	0	0	384	#3 (384)	3	M24	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-M2	Rcan.1	Rachycentron canadum		NA		Misc.	0.04	R2G5S2	Yes	C12	SFG 016	N23	1	R2G5S2D	C12	96	4	C12	90		1	1	0	0	384	#3 (384)	3	N23	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-M3	Rcan.1	Rachycentron canadum		NA		Misc.	0.08	R2G5S2	Yes	D12	SFG 016	N24	1	R2G5S2D	D12	96	4	D12	91		1	1	0	0	384	#3 (384)	3	N24	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-N	Rcan.1	Rachycentron canadum		NA		Misc.	0.04	R2G5S2	Yes	E12	SFG 016	O23	1	R2G5S2D	E12	96	4	E12	92		2	1	0	0	384	#3 (384)	3	O23	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-O	Rcan.1	Rachycentron canadum		NA		Fish?	0.08	R2G5S2	Yes	F12	SFG 016	O24	1	R2G5S2D	F12	96	4	F12	93	May be contaminated with 100bp ladder	2	1	0	0	384	#3 (384)	3	O24	1	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-P	Rcan.1	Rachycentron canadum		NA		Misc.	0.04	R2G5S2	Yes	G12	SFG 016	P23	1	R2G5S2D	G12	96	4	G12	94		0	0	0	0	384	#3 (384)	3	P23	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-Q	Rcan.1	Rachycentron canadum		NA		Crust.	0.04	R2G5S2	Yes	H12	SFG 016	P24	1	R2G5S2D	H12	96	4	H12	95		2	1	1	0	384	#3 (384)	3	P24	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-S	Rcan.1	Rachycentron canadum		NA		Misc.	0.06	R2G5S3	Yes	A1	SFG 017	A1	1	R2G5S3D	A1	96	5	A1	1		2	2	1	0	384	#2 (384)	2	A1	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-T	Rcan.1	Rachycentron canadum		NA		Crust.	0.03	R2G5S3	Yes	B1	SFG 017	A2	1	R2G5S3D	B1	96	5	B1	2		1	2	0	0	384	#2 (384)	2	A2	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-U	Rcan.1	Rachycentron canadum		NA		Crust.	0.05	R2G5S3	Yes	C1	SFG 017	B1	1	R2G5S3D	C1	96	5	C1	3		2	2	0	0	384	#2 (384)	2	B1	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-V	Rcan.1	Rachycentron canadum		NA		Crust.	0.03	R2G5S3	Yes	D1	SFG 017	B2	1	R2G5S3D	D1	96	5	D1	4		2	2	0	0	384	#2 (384)	2	B2	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-W	Rcan.1	Rachycentron canadum		NA		Crust.	0.07	R2G5S3	Yes	E1	SFG 017	C1	1	R2G5S3D	E1	96	5	E1	5		2	2	1	0	384	#2 (384)	2	C1	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-X	Rcan.1	Rachycentron canadum		NA		Crust.	0.08	R2G5S3	Yes	F1	SFG 017	C2	1	R2G5S3D	F1	96	5	F1	6		1	2	1	0	384	#2 (384)	2	C2	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-Y	Rcan.1	Rachycentron canadum		NA		Crust.	0.05	R2G5S3	Yes	G1	SFG 017	D1	1	R2G5S3D	G1	96	5	G1	7		2	2	0	0	384	#2 (384)	2	D1	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-Z	Rcan.1	Rachycentron canadum		NA		Vert.	0.04	R2G5S3	Yes	H1	SFG 017	D2	1	R2G5S3D	H1	96	5	H1	8		1	2	0	0	384	#2 (384)	2	D2	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-AA	Rcan.1	Rachycentron canadum		NA		Vert.	0.03	R2G5S3	Yes	A2	SFG 017	A3	1	R2G5S3D	A2	96	5	A2	9		0	2	0	0	384	#2 (384)	2	A3	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-BB	Rcan.1	Rachycentron canadum		NA		Crust.	0.04	R2G5S3	Yes	B2	SFG 017	A4	1	R2G5S3D	B2	96	5	B2	10		2	2	0	0	384	#2 (384)	2	A4	1	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-CC	Rcan.1	Rachycentron canadum		NA		Vert.	0.02	R2G5S3	Yes	C2	SFG 017	B3	1	R2G5S3D	C2	96	5	C2	11		2	2	0	0	384	#2 (384)	2	B3	1	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-DD	Rcan.1	Rachycentron canadum		NA		Misc.	0.02	R2G5S3	Yes	D2	SFG 017	B4	1	R2G5S3D	D2	96	5	D2	12		0	2	0	0	384	#2 (384)	2	B4	0	2	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
1407-EE	Rcan.1	Rachycentron canadum		NA		Misc.	0.02	R2G5S3	Yes	E2	SFG 017	C3	1	R2G5S3D	E2	96	5	E2	13		1	2	0	0	384	#2 (384)	2	C3	0	1	0	0	0	NA	1		NA	NA	NA	NA	NA	NA	NA	NA-NA-NA-NA	NA
